GEOID,NAME,ST,variable,value
3930352,Glencoe,Ohio,P001001,310
3930380,Glendale,Ohio,P001001,2155
3930436,Glenford,Ohio,P001001,173
3930506,Glenmont,Ohio,P001001,272
3930520,Glenmoor,Ohio,P001001,1987
3930632,Glenwillow,Ohio,P001001,923
3930660,Gloria Glens Park,Ohio,P001001,425
3930674,Glouster,Ohio,P001001,1791
3930702,Gnadenhutten,Ohio,P001001,1288
3930786,Golf Manor,Ohio,P001001,3611
3930828,Good Hope,Ohio,P001001,234
3930912,Gordon,Ohio,P001001,212
3931150,Grafton,Ohio,P001001,6636
3931206,Grand Rapids,Ohio,P001001,965
3931234,Grand River,Ohio,P001001,399
3931262,Grandview,Ohio,P001001,1466
3931304,Grandview Heights,Ohio,P001001,6536
3931402,Granville,Ohio,P001001,5646
3931434,Granville South,Ohio,P001001,1410
3931458,Gratiot,Ohio,P001001,221
3931472,Gratis,Ohio,P001001,881
3931542,Graysville,Ohio,P001001,76
3931860,Green,Ohio,P001001,25699
3931948,Green Camp,Ohio,P001001,374
3932088,Greenfield,Ohio,P001001,4639
3932158,Greenhills,Ohio,P001001,3615
3932207,Green Meadows,Ohio,P001001,2327
3932256,Green Springs,Ohio,P001001,1368
3932298,Greentown,Ohio,P001001,3804
3932340,Greenville,Ohio,P001001,13227
3932368,Greenwich,Ohio,P001001,1476
3932536,Groesbeck,Ohio,P001001,6788
3932592,Grove City,Ohio,P001001,35575
3932606,Groveport,Ohio,P001001,5363
3932620,Grover Hill,Ohio,P001001,402
3932956,Hamden,Ohio,P001001,879
3932984,Hamersville,Ohio,P001001,546
3933012,Hamilton,Ohio,P001001,62477
3933096,Hamler,Ohio,P001001,576
3933194,Hanging Rock,Ohio,P001001,221
3933222,Hannibal,Ohio,P001001,411
3933292,Hanover,Ohio,P001001,921
3933306,Hanoverton,Ohio,P001001,408
3933362,Harbor Hills,Ohio,P001001,1509
3933376,Harbor View,Ohio,P001001,123
3933656,Harpster,Ohio,P001001,204
3933740,Harrisburg,Ohio,P001001,320
3933838,Harrison,Ohio,P001001,9897
3934090,Harrisville,Ohio,P001001,235
3934118,Harrod,Ohio,P001001,417
3934202,Hartford,Ohio,P001001,397
3934328,Hartville,Ohio,P001001,2944
3934384,Harveysburg,Ohio,P001001,546
3934412,Haskins,Ohio,P001001,1188
3934552,Haviland,Ohio,P001001,215
3934594,Haydenville,Ohio,P001001,381
3934636,Hayesville,Ohio,P001001,448
3934748,Heath,Ohio,P001001,10310
3934790,Hebron,Ohio,P001001,2336
3934860,Helena,Ohio,P001001,224
3934888,Hemlock,Ohio,P001001,155
3935028,Hessville,Ohio,P001001,214
3935098,Hicksville,Ohio,P001001,3581
3935126,Hide-A-Way Hills,Ohio,P001001,794
3935168,Higginsport,Ohio,P001001,251
3935210,Highland,Ohio,P001001,254
3935252,Highland Heights,Ohio,P001001,8345
3935255,Highland Hills,Ohio,P001001,1130
3935256,Highland Holiday,Ohio,P001001,550
3935322,Highpoint,Ohio,P001001,1503
3935476,Hilliard,Ohio,P001001,28435
3935532,Hills and Dales,Ohio,P001001,221
3935560,Hillsboro,Ohio,P001001,6605
3935613,Hilltop,Ohio,P001001,532
3935658,Hiram,Ohio,P001001,1406
3935826,Hockingport,Ohio,P001001,212
3935854,Holgate,Ohio,P001001,1109
3935864,Holiday City,Ohio,P001001,52
3935866,Holiday Lakes,Ohio,P001001,749
3935868,Holiday Valley,Ohio,P001001,1510
3935882,Holland,Ohio,P001001,1764
3935896,Hollansburg,Ohio,P001001,227
3935924,Holloway,Ohio,P001001,338
3935994,Holmesville,Ohio,P001001,372
3936176,Homeworth,Ohio,P001001,481
3936232,Hooven,Ohio,P001001,534
3936260,Hopedale,Ohio,P001001,950
3936512,Howard,Ohio,P001001,242
3936557,Howland Center,Ohio,P001001,6351
3936568,Hoytville,Ohio,P001001,303
3936582,Hubbard,Ohio,P001001,7874
3936610,Huber Heights,Ohio,P001001,38101
3936624,Huber Ridge,Ohio,P001001,4604
3936651,Hudson,Ohio,P001001,22262
3936806,Hunter,Ohio,P001001,2100
3936918,Hunting Valley,Ohio,P001001,705
3936988,Huntsville,Ohio,P001001,431
3937016,Huron,Ohio,P001001,7149
3937142,Iberia,Ohio,P001001,452
3937240,Independence,Ohio,P001001,7133
3937422,Irondale,Ohio,P001001,387
3937464,Ironton,Ohio,P001001,11129
3937604,Ithaca,Ohio,P001001,136
3937842,Jackson,Ohio,P001001,6397
3938192,Jacksonburg,Ohio,P001001,63
3938220,Jackson Center,Ohio,P001001,1462
3938304,Jacksonville,Ohio,P001001,481
3938374,Jamestown,Ohio,P001001,1993
3938500,Jefferson,Ohio,P001001,3120
3938920,Jeffersonville,Ohio,P001001,1203
3938948,Jenera,Ohio,P001001,221
3939060,Jeromesville,Ohio,P001001,562
3939074,Jerry City,Ohio,P001001,427
3939130,Jerusalem,Ohio,P001001,161
3939172,Jewett,Ohio,P001001,692
3939340,Johnstown,Ohio,P001001,4632
3939508,Junction City,Ohio,P001001,819
3939536,Kalida,Ohio,P001001,1542
3939564,Kanauga,Ohio,P001001,175
3939578,Kansas,Ohio,P001001,179
3939662,Kelleys Island,Ohio,P001001,312
3939872,Kent,Ohio,P001001,28904
3939886,Kenton,Ohio,P001001,8262
3939914,Kenwood,Ohio,P001001,6981
3940040,Kettering,Ohio,P001001,56163
3940054,Kettlersville,Ohio,P001001,179
3940096,Kidron,Ohio,P001001,944
3940124,Kilbourne,Ohio,P001001,139
3940180,Killbuck,Ohio,P001001,817
3940264,Kimbolton,Ohio,P001001,144
3940348,Kings Mills,Ohio,P001001,1319
3940376,Kingston,Ohio,P001001,1032
3940507,Kinsman Center,Ohio,P001001,616
3940544,Kipton,Ohio,P001001,243
3940558,Kirby,Ohio,P001001,118
3940572,Kirkersville,Ohio,P001001,525
3940642,Kirtland,Ohio,P001001,6866
3940670,Kirtland Hills,Ohio,P001001,646
3940978,Kunkle,Ohio,P001001,246
3941090,La Croft,Ohio,P001001,1144
3941118,Lafayette,Ohio,P001001,445
3941146,Lafayette,Ohio,P001001,202
3941188,Lafferty,Ohio,P001001,304
3941230,LaGrange,Ohio,P001001,2103
3941349,Lake Buckhorn,Ohio,P001001,601
3941363,Lake Darby,Ohio,P001001,4592
3941373,Lake Lakengren,Ohio,P001001,3383
3941398,Lakeline,Ohio,P001001,226
3941419,Lake Lorelei,Ohio,P001001,1170
3941443,Lake Mohawk,Ohio,P001001,1652
3941454,Lakemore,Ohio,P001001,3068
3941500,Lake Seneca,Ohio,P001001,465
3941552,Lakeside,Ohio,P001001,694
3941597,Lake Tomahawk,Ohio,P001001,485
3941608,Lakeview,Ohio,P001001,1072
3941657,Lake Waynoka,Ohio,P001001,1173
3941664,Lakewood,Ohio,P001001,52131
3941720,Lancaster,Ohio,P001001,38780
3941755,Landen,Ohio,P001001,6782
3941860,Lansing,Ohio,P001001,634
3941902,La Rue,Ohio,P001001,747
3941986,Latty,Ohio,P001001,193
3942028,Laura,Ohio,P001001,474
3942084,Laurelville,Ohio,P001001,527
3942308,Leavittsburg,Ohio,P001001,1973
3942364,Lebanon,Ohio,P001001,20033
3942476,Leesburg,Ohio,P001001,1314
3942518,Leesville,Ohio,P001001,158
3942560,Leetonia,Ohio,P001001,1959
3942602,Leipsic,Ohio,P001001,2093
3942938,Lewisburg,Ohio,P001001,1820
3942966,Lewistown,Ohio,P001001,222
3942980,Lewisville,Ohio,P001001,176
3942994,Lexington,Ohio,P001001,4822
3943414,Liberty Center,Ohio,P001001,1180
3943554,Lima,Ohio,P001001,38771
3943596,Limaville,Ohio,P001001,151
3943722,Lincoln Heights,Ohio,P001001,3286
3943792,Lincoln Village,Ohio,P001001,9032
3943904,Lindsey,Ohio,P001001,446
3943918,Linndale,Ohio,P001001,179
3944030,Lisbon,Ohio,P001001,2821
3944086,Lithopolis,Ohio,P001001,1106
3944128,Little Hocking,Ohio,P001001,263
3944310,Lockbourne,Ohio,P001001,237
3944352,Lockington,Ohio,P001001,141
3944366,Lockland,Ohio,P001001,3449
3944604,Lodi,Ohio,P001001,2746
3944632,Logan,Ohio,P001001,7152
3944636,Logan Elm Village,Ohio,P001001,1118
3944674,London,Ohio,P001001,9904
3944856,Lorain,Ohio,P001001,64097
3944912,Lordstown,Ohio,P001001,3417
3944954,Lore City,Ohio,P001001,325
3945066,Loudonville,Ohio,P001001,2641
3945094,Louisville,Ohio,P001001,9186
3945108,Loveland,Ohio,P001001,12081
3945122,Loveland Park,Ohio,P001001,1523
3945164,Lowell,Ohio,P001001,549
3945178,Lowellville,Ohio,P001001,1155
3945220,Lower Salem,Ohio,P001001,86
3945276,Lucas,Ohio,P001001,615
3945304,Lucasville,Ohio,P001001,2757
3945332,Luckey,Ohio,P001001,1012
3945374,Ludlow Falls,Ohio,P001001,208
3945542,Lynchburg,Ohio,P001001,1499
3945556,Lyndhurst,Ohio,P001001,14001
3945626,Lyons,Ohio,P001001,562
3945696,McArthur,Ohio,P001001,1701
3945794,McClure,Ohio,P001001,725
3945808,McComb,Ohio,P001001,1648
3945822,McConnelsville,Ohio,P001001,1784
3945892,McCutchenville,Ohio,P001001,400
3945906,McDermott,Ohio,P001001,434
3945934,McDonald,Ohio,P001001,3263
3945976,Macedonia,Ohio,P001001,11188
3946046,McGuffey,Ohio,P001001,501
3946088,Mack,Ohio,P001001,11585
3946144,McKinley Heights,Ohio,P001001,1060
3946158,Macksburg,Ohio,P001001,186
3946312,Madeira,Ohio,P001001,8726
3946480,Madison,Ohio,P001001,3184
3946830,Magnetic Springs,Ohio,P001001,268
3946844,Magnolia,Ohio,P001001,978
3946872,Maineville,Ohio,P001001,975
3946942,Malinta,Ohio,P001001,265
3946970,Malta,Ohio,P001001,671
3946998,Malvern,Ohio,P001001,1189
3947012,Manchester,Ohio,P001001,2023
3947138,Mansfield,Ohio,P001001,47821
3947180,Mantua,Ohio,P001001,1043
3947306,Maple Heights,Ohio,P001001,23138
3947362,Maple Ridge,Ohio,P001001,761
3947445,Maplewood Park,Ohio,P001001,280
3947474,Marble Cliff,Ohio,P001001,573
3947502,Marblehead,Ohio,P001001,903
3947558,Marengo,Ohio,P001001,342
3947600,Mariemont,Ohio,P001001,3403
3947628,Marietta,Ohio,P001001,14085
3947754,Marion,Ohio,P001001,36837
3947950,Marne,Ohio,P001001,783
3947992,Marseilles,Ohio,P001001,112
3948048,Marshallville,Ohio,P001001,756
3948090,Martinsburg,Ohio,P001001,237
3948104,Martins Ferry,Ohio,P001001,6915
3948118,Martinsville,Ohio,P001001,463
3948160,Marysville,Ohio,P001001,22094
3948188,Mason,Ohio,P001001,30712
3948244,Massillon,Ohio,P001001,32149
3948272,Masury,Ohio,P001001,2064
3948286,Matamoras,Ohio,P001001,896
3948342,Maumee,Ohio,P001001,14286
3948468,Mayfield,Ohio,P001001,3460
3948482,Mayfield Heights,Ohio,P001001,19155
3948706,Mechanicsburg,Ohio,P001001,1644
3948790,Medina,Ohio,P001001,26678
3948972,Melmore,Ohio,P001001,153
3949000,Melrose,Ohio,P001001,275
3949042,Mendon,Ohio,P001001,662
3949056,Mentor,Ohio,P001001,47159
3949098,Mentor-on-the-Lake,Ohio,P001001,7443
3949238,Metamora,Ohio,P001001,627
3949294,Meyers Lake,Ohio,P001001,569
3949420,Miami Heights,Ohio,P001001,4731
3949434,Miamisburg,Ohio,P001001,20181
3949462,Miamitown,Ohio,P001001,1259
3949504,Miamiville,Ohio,P001001,242
3949644,Middleburg Heights,Ohio,P001001,15946
3949700,Middlefield,Ohio,P001001,2694
3949728,Middle Point,Ohio,P001001,576
3949756,Middleport,Ohio,P001001,2530
3949840,Middletown,Ohio,P001001,48694
3949896,Midland,Ohio,P001001,315
3949966,Midvale,Ohio,P001001,754
3950008,Midway,Ohio,P001001,322
3950036,Mifflin,Ohio,P001001,137
3950134,Milan,Ohio,P001001,1367
3950176,Milford,Ohio,P001001,6709
3950218,Milford Center,Ohio,P001001,792
3950260,Millbury,Ohio,P001001,1200
3950316,Milledgeville,Ohio,P001001,112
3950358,Miller City,Ohio,P001001,137
3950372,Millersburg,Ohio,P001001,3025
3950400,Millersport,Ohio,P001001,1044
3950456,Millfield,Ohio,P001001,341
3950540,Millville,Ohio,P001001,708
3950708,Milton Center,Ohio,P001001,144
3950722,Miltonsburg,Ohio,P001001,43
3950764,Mineral City,Ohio,P001001,727
3950778,Mineral Ridge,Ohio,P001001,3892
3950834,Minerva,Ohio,P001001,3720
3950862,Minerva Park,Ohio,P001001,1272
3950876,Minford,Ohio,P001001,693
3950904,Mingo Junction,Ohio,P001001,3454
3950918,Minster,Ohio,P001001,2805
3951058,Mogadore,Ohio,P001001,3853
3951212,Monfort Heights,Ohio,P001001,11948
3951310,Monroe,Ohio,P001001,12442
3951618,Monroeville,Ohio,P001001,1400
3951674,Montezuma,Ohio,P001001,165
3951716,Montgomery,Ohio,P001001,10251
3951772,Montpelier,Ohio,P001001,4072
3951816,Montrose-Ghent,Ohio,P001001,5177
3952010,Moraine,Ohio,P001001,6307
3952052,Moreland Hills,Ohio,P001001,3320
3952178,Morgandale,Ohio,P001001,1224
3952276,Morral,Ohio,P001001,399
3952346,Morristown,Ohio,P001001,303
3952374,Morrow,Ohio,P001001,1188
3952416,Moscow,Ohio,P001001,185
3952598,Mount Blanchard,Ohio,P001001,492
3952612,Mount Carmel,Ohio,P001001,4741
3952668,Mount Cory,Ohio,P001001,204
3952682,Mount Eaton,Ohio,P001001,241
3952738,Mount Gilead,Ohio,P001001,3660
3952752,Mount Healthy,Ohio,P001001,6098
3952780,Mount Healthy Heights,Ohio,P001001,3264
3952906,Mount Orab,Ohio,P001001,3664
3952976,Mount Pleasant,Ohio,P001001,478
3953032,Mount Repose,Ohio,P001001,4672
3953046,Mount Sterling,Ohio,P001001,1782
3953102,Mount Vernon,Ohio,P001001,16990
3953144,Mount Victory,Ohio,P001001,627
3953186,Mowrystown,Ohio,P001001,360
3953270,Mulberry,Ohio,P001001,3323
3953312,Munroe Falls,Ohio,P001001,5012
3953410,Murray City,Ohio,P001001,449
3953480,Mutual,Ohio,P001001,104
3953550,Napoleon,Ohio,P001001,8749
3953634,Nashville,Ohio,P001001,197
3953690,Navarre,Ohio,P001001,1957
3953718,Neapolis,Ohio,P001001,423
3953788,Neffs,Ohio,P001001,993
3953802,Negley,Ohio,P001001,281
3953816,Nellie,Ohio,P001001,131
3953886,Nelsonville,Ohio,P001001,5392
3953942,Nevada,Ohio,P001001,760
3953956,Neville,Ohio,P001001,100
3953970,New Albany,Ohio,P001001,7724
3954012,New Alexandria,Ohio,P001001,272
3954040,Newark,Ohio,P001001,47573
3954068,New Athens,Ohio,P001001,320
3954082,New Baltimore,Ohio,P001001,661
3954110,New Bavaria,Ohio,P001001,99
3954152,New Bloomington,Ohio,P001001,515
3954166,New Boston,Ohio,P001001,2272
3954194,New Bremen,Ohio,P001001,2978
3954250,Newburgh Heights,Ohio,P001001,2167
3954264,New Burlington,Ohio,P001001,5069
3954320,New California,Ohio,P001001,1411
3954334,New Carlisle,Ohio,P001001,5785
3954432,Newcomerstown,Ohio,P001001,3822
3954446,New Concord,Ohio,P001001,2491
3954562,New Franklin,Ohio,P001001,14227
3954628,New Hampshire,Ohio,P001001,174
3954684,New Haven (Hamilton County),Ohio,P001001,583
3954698,New Haven (Huron County),Ohio,P001001,399
3954726,New Holland,Ohio,P001001,801
3954838,New Knoxville,Ohio,P001001,879
3954852,New Lebanon,Ohio,P001001,3995
3954866,New Lexington,Ohio,P001001,4731
3954908,New London,Ohio,P001001,2461
3954978,New Madison,Ohio,P001001,892
3955062,New Marshfield,Ohio,P001001,326
3955104,New Miami,Ohio,P001001,2249
3955118,New Middletown,Ohio,P001001,1621
3955188,New Paris,Ohio,P001001,1629
3955216,New Philadelphia,Ohio,P001001,17288
3955244,New Pittsburg,Ohio,P001001,388
3955314,Newport (Shelby County),Ohio,P001001,198
3955342,Newport (Washington County),Ohio,P001001,1003
3955384,New Richmond,Ohio,P001001,2582
3955398,New Riegel,Ohio,P001001,249
3955552,New Straitsville,Ohio,P001001,722
3955650,Newton Falls,Ohio,P001001,4795
3955664,Newtonsville,Ohio,P001001,392
3955678,Newtown,Ohio,P001001,2672
3955748,New Vienna,Ohio,P001001,1224
3955776,New Washington,Ohio,P001001,967
3955790,New Waterford,Ohio,P001001,1238
3955818,New Weston,Ohio,P001001,136
3955874,Ney,Ohio,P001001,354
3955916,Niles,Ohio,P001001,19266
3956154,North Baltimore,Ohio,P001001,3432
3956182,North Bend,Ohio,P001001,857
3956280,Northbrook,Ohio,P001001,10668
3956294,North Canton,Ohio,P001001,17488
3956322,North College Hill,Ohio,P001001,9397
3956420,North Fairfield,Ohio,P001001,560
3956448,Northfield,Ohio,P001001,3677
3956553,Northgate,Ohio,P001001,7377
3956588,North Hampton,Ohio,P001001,478
3956700,North Kingsville,Ohio,P001001,2923
3956756,North Lawrence,Ohio,P001001,268
3956770,North Lewisburg,Ohio,P001001,1490
3956812,North Madison,Ohio,P001001,8547
3956882,North Olmsted,Ohio,P001001,32718
3956910,North Perry,Ohio,P001001,893
3956924,North Randall,Ohio,P001001,1027
3956938,Northridge,Ohio,P001001,7572
3956966,North Ridgeville,Ohio,P001001,29465
3956994,North Robinson,Ohio,P001001,205
3957008,North Royalton,Ohio,P001001,30444
3957064,North Star,Ohio,P001001,236
3957190,Northwood,Ohio,P001001,5265
3957218,North Zanesville,Ohio,P001001,2816
3957260,Norton,Ohio,P001001,12085
3957302,Norwalk,Ohio,P001001,17012
3957372,Norwich,Ohio,P001001,102
3957386,Norwood,Ohio,P001001,19207
3957582,Oak Harbor,Ohio,P001001,2759
3957596,Oak Hill,Ohio,P001001,1551
3957750,Oakwood (Cuyahoga County),Ohio,P001001,3667
3957764,Oakwood,Ohio,P001001,9202
3957792,Oakwood (Paulding County),Ohio,P001001,608
3957834,Oberlin,Ohio,P001001,8286
3957862,Obetz,Ohio,P001001,4532
3957876,Oceola,Ohio,P001001,190
3957918,Octa,Ohio,P001001,59
3958002,Ohio City,Ohio,P001001,705
3958149,Olde West Chester,Ohio,P001001,240
3958156,Old Fort,Ohio,P001001,186
3958226,Old Washington,Ohio,P001001,279
3958422,Olmsted Falls,Ohio,P001001,9024
3958520,Ontario,Ohio,P001001,6225
3958604,Orange,Ohio,P001001,3323
3958674,Orangeville,Ohio,P001001,197
3958730,Oregon,Ohio,P001001,20291
3958800,Orient,Ohio,P001001,270
3958828,Orrville,Ohio,P001001,8380
3958856,Orwell,Ohio,P001001,1660
3958912,Osgood,Ohio,P001001,302
3958940,Ostrander,Ohio,P001001,643
3958982,Ottawa,Ohio,P001001,4460
3959010,Ottawa Hills,Ohio,P001001,4517
3959052,Ottoville,Ohio,P001001,976
3959066,Otway,Ohio,P001001,87
3959220,Owensville,Ohio,P001001,794
3959234,Oxford,Ohio,P001001,21371
3959416,Painesville,Ohio,P001001,19563
3959598,Palestine,Ohio,P001001,200
3959724,Pancoastburg,Ohio,P001001,87
3959738,Pandora,Ohio,P001001,1153
3959920,Park Layne,Ohio,P001001,4343
3961000,Parma,Ohio,P001001,81601
3961028,Parma Heights,Ohio,P001001,20718
3961056,Parral,Ohio,P001001,218
3961112,Pataskala,Ohio,P001001,14962
3961182,Patterson,Ohio,P001001,139
3961252,Paulding,Ohio,P001001,3605
3961322,Payne,Ohio,P001001,1194
3961420,Peebles,Ohio,P001001,1782
3961504,Pemberville,Ohio,P001001,1371
3961574,Peninsula,Ohio,P001001,565
3961686,Pepper Pike,Ohio,P001001,5979
3961882,Perry,Ohio,P001001,1663
3962134,Perry Heights,Ohio,P001001,8441
3962148,Perrysburg,Ohio,P001001,20623
3962190,Perrysville,Ohio,P001001,735
3962344,Pettisville,Ohio,P001001,498
3962404,Pheasant Run,Ohio,P001001,1397
3962414,Phillipsburg,Ohio,P001001,557
3962442,Philo,Ohio,P001001,733
3962498,Pickerington,Ohio,P001001,18291
3962578,Pigeon Creek,Ohio,P001001,882
3962708,Piketon,Ohio,P001001,2181
3962834,Pioneer,Ohio,P001001,1380
3962848,Piqua,Ohio,P001001,20522
3962890,Pitsburg,Ohio,P001001,388
3963030,Plain City,Ohio,P001001,4225
3963044,Plainfield,Ohio,P001001,157
3963072,Plainville,Ohio,P001001,87
3963436,Pleasant City,Ohio,P001001,447
3963478,Pleasant Grove,Ohio,P001001,1742
3963534,Pleasant Hill,Ohio,P001001,1200
3963548,Pleasant Hills,Ohio,P001001,606
3963576,Pleasant Plain,Ohio,P001001,154
3963604,Pleasant Run,Ohio,P001001,4953
3963618,Pleasant Run Farm,Ohio,P001001,4654
3963716,Pleasantville,Ohio,P001001,960
3963758,Plumwood,Ohio,P001001,319
3963800,Plymouth,Ohio,P001001,1857
3963954,Poland,Ohio,P001001,2555
3963996,Polk,Ohio,P001001,336
3964024,Pomeroy,Ohio,P001001,1852
3964108,Portage,Ohio,P001001,438
3964136,Portage Lakes,Ohio,P001001,6968
3964150,Port Clinton,Ohio,P001001,6056
3964262,Port Jefferson,Ohio,P001001,371
3964304,Portsmouth,Ohio,P001001,20226
3964346,Port Washington,Ohio,P001001,569
3964360,Port William,Ohio,P001001,254
3964430,Potsdam,Ohio,P001001,288
3964472,Pottery Addition,Ohio,P001001,293
3964486,Powell,Ohio,P001001,11500
3964542,Powhatan Point,Ohio,P001001,1592
3964766,Proctorville,Ohio,P001001,574
3964780,Prospect,Ohio,P001001,1112
3964906,Pulaski,Ohio,P001001,132
3965032,Put-in-Bay,Ohio,P001001,138
3965116,Quaker City,Ohio,P001001,502
3965200,Quincy,Ohio,P001001,706
3965256,Racine,Ohio,P001001,675
3965298,Radnor,Ohio,P001001,201
3965508,Rarden,Ohio,P001001,159
3965592,Ravenna,Ohio,P001001,11724
3965634,Rawson,Ohio,P001001,570
3965662,Rayland,Ohio,P001001,417
3965676,Raymond,Ohio,P001001,257
3965732,Reading,Ohio,P001001,10385
3966152,Reminderville,Ohio,P001001,3404
3966180,Remington,Ohio,P001001,328
3966222,Rendville,Ohio,P001001,36
3966250,Reno,Ohio,P001001,1293
3966320,Republic,Ohio,P001001,549
3966390,Reynoldsburg,Ohio,P001001,35893
3966530,Richfield,Ohio,P001001,3648
3966824,Richmond,Ohio,P001001,481
3966880,Richmond Dale,Ohio,P001001,377
3966894,Richmond Heights,Ohio,P001001,10546
3966922,Richville,Ohio,P001001,3324
3966936,Richwood,Ohio,P001001,2229
3967104,Ridgeville Corners,Ohio,P001001,435
3967118,Ridgeway,Ohio,P001001,338
3967258,Rio Grande,Ohio,P001001,830
3967272,Ripley,Ohio,P001001,1750
3967314,Risingsun,Ohio,P001001,606
3967356,Rittman,Ohio,P001001,6491
3967440,Riverlea,Ohio,P001001,545
3967468,Riverside,Ohio,P001001,25201
3967600,Roaming Shores,Ohio,P001001,1508
3967664,Robertsville,Ohio,P001001,331
3967762,Rochester,Ohio,P001001,182
3967804,Rockbridge,Ohio,P001001,182
3967846,Rock Creek,Ohio,P001001,529
3967874,Rockford,Ohio,P001001,1120
3968004,Rocky Fork Point,Ohio,P001001,639
3968042,Rocky Ridge,Ohio,P001001,417
3968056,Rocky River,Ohio,P001001,20213
3968084,Rogers,Ohio,P001001,237
