Real Property Class,Year of Year,County Name,Municipality,Re Class Name2,Assessed Value
Residential,2012,MARQUETTE,39026 SPRINGFIELD (T),Residential,107489400
Residential,2012,MONROE,41040 SPARTA (T),Residential,168665800
Residential,2012,MONROE,41044 WELLINGTON (T),Residential,14381900
Residential,2012,OCONTO,42008 BRAZEAU (T),Residential,205323100
Residential,2012,ONEIDA,43006 ENTERPRISE (T),Residential,79423800
Residential,2012,OUTAGAMIE,44002 BLACK CREEK (T),Residential,70874900
Residential,2012,OUTAGAMIE,44008 CENTER (T),Residential,266752200
Residential,2012,PIERCE,47002 CLIFTON (T),Residential,223048700
Residential,2012,PIERCE,47004 DIAMOND BLUFF (T),Residential,31430800
Residential,2012,PIERCE,47008 EL PASO (T),Residential,43727700
Residential,2012,PIERCE,47006 ELLSWORTH (T),Residential,66910400
Residential,2012,PIERCE,47010 GILMAN (T),Residential,61053500
Residential,2012,PIERCE,47012 HARTLAND (T),Residential,47051700
Residential,2012,PIERCE,47014 ISABELLE (T),Residential,21600900
Residential,2012,PIERCE,47016 MAIDEN ROCK (T),Residential,50022000
Residential,2012,PIERCE,47018 MARTELL (T),Residential,81092400
Residential,2012,PIERCE,47020 OAK GROVE (T),Residential,204413200
Residential,2012,PIERCE,47024 ROCK ELM (T),Residential,19854800
Residential,2012,PIERCE,47026 SALEM (T),Residential,21199100
Residential,2012,PIERCE,47028 SPRING LAKE (T),Residential,26981000
Residential,2012,PIERCE,47030 TRENTON (T),Residential,139215100
Residential,2012,PIERCE,47032 TRIMBELLE (T),Residential,125068900
Residential,2012,PIERCE,47034 UNION (T),Residential,22337600
Residential,2012,POLK,48002 ALDEN (T),Residential,250145200
Residential,2012,POLK,48004 APPLE RIVER (T),Residential,112111900
Residential,2012,POLK,48006 BALSAM LAKE (T),Residential,237727300
Residential,2012,POLK,48008 BEAVER (T),Residential,82838500
Residential,2012,POLK,48010 BLACK BROOK (T),Residential,80805500
Residential,2012,POLK,48012 BONE LAKE (T),Residential,89755400
Residential,2012,POLK,48014 CLAM FALLS (T),Residential,34068400
Residential,2012,POLK,48016 CLAYTON (T),Residential,54396900
Residential,2012,POLK,48018 CLEAR LAKE (T),Residential,39043300
Residential,2012,POLK,48020 EUREKA (T),Residential,98844800
Residential,2012,POLK,48022 FARMINGTON (T),Residential,104130700
Residential,2012,POLK,48024 GARFIELD (T),Residential,178776300
Residential,2012,POLK,48026 GEORGETOWN (T),Residential,293296500
Residential,2012,POLK,48028 JOHNSTOWN (T),Residential,93359500
Residential,2012,POLK,48030 LAKETOWN (T),Residential,79028700
Residential,2012,POLK,48032 LINCOLN (T),Residential,211394400
Residential,2012,POLK,48034 LORAIN (T),Residential,12001300
Residential,2012,POLK,48036 LUCK (T),Residential,47780500
Residential,2012,POLK,48038 MCKINLEY (T),Residential,26983200
Residential,2012,POLK,48040 MILLTOWN (T),Residential,216993800
Residential,2012,POLK,48042 OSCEOLA (T),Residential,226945100
Residential,2012,POLK,48044 SAINT CROIX FALLS (T),Residential,104698900
Residential,2012,POLK,48046 STERLING (T),Residential,36294000
Residential,2012,POLK,48048 WEST SWEDEN (T),Residential,39730500
Residential,2012,PORTAGE,49002 ALBAN (T),Residential,56946600
Residential,2012,PORTAGE,49004 ALMOND (T),Residential,27311700
Residential,2012,PORTAGE,49006 AMHERST (T),Residential,89932000
Residential,2012,PORTAGE,49008 BELMONT (T),Residential,34115800
Residential,2012,PORTAGE,49010 BUENA VISTA (T),Residential,58970900
Residential,2012,PORTAGE,49012 CARSON (T),Residential,91806300
Residential,2012,PORTAGE,49014 DEWEY (T),Residential,65660200
Residential,2012,PORTAGE,49016 EAU PLEINE (T),Residential,75513900
Residential,2012,PORTAGE,49018 GRANT (T),Residential,100520500
Residential,2012,PORTAGE,49020 HULL (T),Residential,328379000
Residential,2012,PORTAGE,49022 LANARK (T),Residential,92942000
Residential,2012,PORTAGE,49024 LINWOOD (T),Residential,70728300
Residential,2012,PORTAGE,49026 NEW HOPE (T),Residential,60477000
Residential,2012,PORTAGE,49028 PINE GROVE (T),Residential,23276850
Residential,2012,PORTAGE,49030 PLOVER (T),Residential,105547800
Residential,2012,PORTAGE,49032 SHARON (T),Residential,119429700
Residential,2012,PORTAGE,49034 STOCKTON (T),Residential,185564200
Residential,2012,PRICE,50002 CATAWBA (T),Residential,9900300
Residential,2012,PRICE,50004 EISENSTEIN (T),Residential,49542500
Residential,2012,PRICE,50006 ELK (T),Residential,132627500
Residential,2012,PRICE,50008 EMERY (T),Residential,15279900
Residential,2012,PRICE,50010 FIFIELD (T),Residential,146240500
Residential,2012,PRICE,50012 FLAMBEAU (T),Residential,38104400
Residential,2012,PRICE,50014 GEORGETOWN (T),Residential,5335900
Residential,2012,PRICE,50016 HACKETT (T),Residential,8949600
Residential,2012,PRICE,50018 HARMONY (T),Residential,13321100
Residential,2012,PRICE,50020 HILL (T),Residential,21560500
Residential,2012,PRICE,50022 KENNAN (T),Residential,10174400
Residential,2012,PRICE,50024 KNOX (T),Residential,12834000
Residential,2012,PRICE,50026 LAKE (T),Residential,122335700
Residential,2012,PRICE,50028 OGEMA (T),Residential,27750100
Residential,2012,PRICE,50030 PRENTICE (T),Residential,18662200
Residential,2012,PRICE,50032 SPIRIT (T),Residential,26449000
Residential,2012,PRICE,50034 WORCESTER (T),Residential,136138200
Residential,2012,RACINE,51002 BURLINGTON (T),Residential,580963800
Residential,2012,RACINE,51006 DOVER (T),Residential,272800500
Residential,2012,RACINE,51010 NORWAY (T),Residential,754695700
Residential,2012,RACINE,51012 RAYMOND (T),Residential,311932100
Residential,2012,RACINE,51016 WATERFORD (T),Residential,700111160
Residential,2012,RACINE,51018 YORKVILLE (T),Residential,253070600
Residential,2012,RICHLAND,52002 AKAN (T),Residential,12301500
Residential,2012,RICHLAND,52004 BLOOM (T),Residential,12506200
Residential,2012,RICHLAND,52006 BUENA VISTA (T),Residential,78526800
Residential,2012,RICHLAND,52008 DAYTON (T),Residential,27312500
Residential,2012,RICHLAND,52010 EAGLE (T),Residential,16673700
Residential,2012,RICHLAND,52012 FOREST (T),Residential,7254000
Residential,2012,RICHLAND,52014 HENRIETTA (T),Residential,15239000
Residential,2012,RICHLAND,52016 ITHACA (T),Residential,21087400
Residential,2012,RICHLAND,52018 MARSHALL (T),Residential,19934900
Residential,2012,RICHLAND,52020 ORION (T),Residential,32759100
Residential,2012,RICHLAND,52022 RICHLAND (T),Residential,57506600
Residential,2012,RICHLAND,52024 RICHWOOD (T),Residential,18834200
Residential,2012,RICHLAND,52026 ROCKBRIDGE (T),Residential,26497400
Residential,2012,RICHLAND,52028 SYLVAN (T),Residential,10856800
Residential,2012,RICHLAND,52030 WESTFORD (T),Residential,15494400
Residential,2012,RICHLAND,52032 WILLOW (T),Residential,13770400
Residential,2012,ROCK,53002 AVON (T),Residential,24703600
Residential,2012,ROCK,53004 BELOIT (T),Residential,337929000
Residential,2012,ROCK,53006 BRADFORD (T),Residential,50454300
Residential,2012,ROCK,53008 CENTER (T),Residential,60809100
Residential,2012,ROCK,53010 CLINTON (T),Residential,38028100
Residential,2012,ROCK,53012 FULTON (T),Residential,324012300
Residential,2012,ROCK,53014 HARMONY (T),Residential,174743500
Residential,2012,ROCK,53016 JANESVILLE (T),Residential,365972400
Residential,2012,ROCK,53018 JOHNSTOWN (T),Residential,50804700
Residential,2012,ROCK,53020 LA PRAIRIE (T),Residential,35263800
Residential,2012,ROCK,53022 LIMA (T),Residential,68239900
Residential,2012,ROCK,53024 MAGNOLIA (T),Residential,26327600
Residential,2012,ROCK,53026 MILTON (T),Residential,230972400
Residential,2012,ROCK,53028 NEWARK (T),Residential,75205900
Residential,2012,ROCK,53030 PLYMOUTH (T),Residential,62406500
Residential,2012,ROCK,53032 PORTER (T),Residential,64273100
Residential,2012,ROCK,53034 ROCK (T),Residential,119224000
Residential,2012,ROCK,53036 SPRING VALLEY (T),Residential,28686400
Residential,2012,ROCK,53038 TURTLE (T),Residential,160525000
Residential,2012,ROCK,53040 UNION (T),Residential,131347970
Residential,2012,RUSK,54002 ATLANTA (T),Residential,22969900
Residential,2012,RUSK,54004 BIG BEND (T),Residential,90344600
Residential,2012,RUSK,54006 BIG FALLS (T),Residential,4546200
Residential,2012,RUSK,54008 CEDAR RAPIDS (T),Residential,1496100
Residential,2012,RUSK,54010 DEWEY (T),Residential,56032100
Residential,2012,RUSK,54012 FLAMBEAU (T),Residential,48788000
Residential,2012,RUSK,54014 GRANT (T),Residential,32340100
Residential,2012,RUSK,54016 GROW (T),Residential,8227100
Residential,2012,RUSK,54018 HAWKINS (T),Residential,4722900
Residential,2012,RUSK,54020 HUBBARD (T),Residential,6402000
Residential,2012,RUSK,54022 LAWRENCE (T),Residential,6980800
Residential,2012,RUSK,54024 MARSHALL (T),Residential,10045500
Residential,2012,RUSK,54026 MURRY (T),Residential,9085600
Residential,2012,RUSK,54028 RICHLAND (T),Residential,9375800
Residential,2012,RUSK,54030 RUSK (T),Residential,102120000
Residential,2012,RUSK,54032 SOUTH FORK (T),Residential,6056500
Residential,2012,RUSK,54034 STRICKLAND (T),Residential,10161700
Residential,2012,RUSK,54036 STUBBS (T),Residential,36917500
Residential,2012,RUSK,54038 THORNAPPLE (T),Residential,38813400
Residential,2012,RUSK,54040 TRUE (T),Residential,7221000
Residential,2012,RUSK,54042 WASHINGTON (T),Residential,49009200
Residential,2012,RUSK,54044 WILKINSON (T),Residential,2300400
Residential,2012,RUSK,54046 WILLARD (T),Residential,50348800
Residential,2012,RUSK,54048 WILSON (T),Residential,3685700
Residential,2012,ST CROIX,55002 BALDWIN (T),Residential,55069100
Residential,2012,ST CROIX,55004 CADY (T),Residential,39994800
Residential,2012,ST CROIX,55006 CYLON (T),Residential,39095100
Residential,2012,ST CROIX,55008 EAU GALLE (T),Residential,82524400
Residential,2012,ST CROIX,55010 EMERALD (T),Residential,33449900
Residential,2012,ST CROIX,55012 ERIN PRAIRIE (T),Residential,45780600
Residential,2012,ST CROIX,55014 FOREST (T),Residential,21648100
Residential,2012,ST CROIX,55016 GLENWOOD (T),Residential,37903000
Residential,2012,ST CROIX,55018 HAMMOND (T),Residential,163331700
Residential,2012,ST CROIX,55020 HUDSON (T),Residential,695840500
Residential,2012,ST CROIX,55022 KINNICKINNIC (T),Residential,159477400
Residential,2012,ST CROIX,55024 PLEASANT VALLEY (T),Residential,31738600
Residential,2012,ST CROIX,55026 RICHMOND (T),Residential,225232600
Residential,2012,ST CROIX,55028 RUSH RIVER (T),Residential,32958600
Residential,2012,ST CROIX,55030 SAINT JOSEPH (T),Residential,407738000
Residential,2012,ST CROIX,55032 SOMERSET (T),Residential,297350600
Residential,2012,ST CROIX,55034 SPRINGFIELD (T),Residential,37210300
Residential,2012,ST CROIX,55036 STANTON (T),Residential,46696700
Residential,2012,ST CROIX,55038 STAR PRAIRIE (T),Residential,229188850
Residential,2012,ST CROIX,55042 WARREN (T),Residential,118504400
Residential,2012,SAUK,56002 BARABOO (T),Residential,138142800
Residential,2012,SAUK,56004 BEAR CREEK (T),Residential,28811000
Residential,2012,SAUK,56006 DELLONA (T),Residential,159833800
Residential,2012,SAUK,56008 DELTON (T),Residential,158990500
Residential,2012,SAUK,56010 EXCELSIOR (T),Residential,116761800
Residential,2012,SAUK,56012 FAIRFIELD (T),Residential,79890500
Residential,2012,SAUK,56014 FRANKLIN (T),Residential,33272000
Residential,2012,SAUK,56016 FREEDOM (T),Residential,33213000
Residential,2012,SAUK,56018 GREENFIELD (T),Residential,87892500
Residential,2012,SAUK,56020 HONEY CREEK (T),Residential,39304300
Residential,2012,SAUK,56022 IRONTON (T),Residential,19705000
Residential,2012,SAUK,56024 LA VALLE (T),Residential,336314300
Residential,2012,SAUK,56026 MERRIMAC (T),Residential,236981900
Residential,2012,SAUK,56028 PRAIRIE DU SAC (T),Residential,98626300
Residential,2012,SAUK,56030 REEDSBURG (T),Residential,65127800
Residential,2012,SAUK,56032 SPRING GREEN (T),Residential,112710700
Residential,2012,SAUK,56034 SUMPTER (T),Residential,39205100
Residential,2012,SAUK,56036 TROY (T),Residential,42159700
Residential,2012,SAUK,56038 WASHINGTON (T),Residential,28852000
Residential,2012,SAUK,56040 WESTFIELD (T),Residential,14917400
Residential,2012,SAUK,56042 WINFIELD (T),Residential,59455600
Residential,2012,SAUK,56044 WOODLAND (T),Residential,47699200
Residential,2012,SAWYER,57002 BASS LAKE (T),Residential,451253400
Residential,2012,SAWYER,57004 COUDERAY (T),Residential,16204330
Residential,2012,SAWYER,57006 DRAPER (T),Residential,34014800
Residential,2012,SAWYER,57008 EDGEWATER (T),Residential,129272000
Residential,2012,SAWYER,57010 HAYWARD (T),Residential,503749600
Residential,2012,SAWYER,57012 HUNTER (T),Residential,185936000
Residential,2012,SAWYER,57014 LENROOT (T),Residential,210387400
Residential,2012,SAWYER,57016 MEADOWBROOK (T),Residential,7385100
Residential,2012,SAWYER,57018 METEOR (T),Residential,13208100
Residential,2012,SAWYER,57020 OJIBWA (T),Residential,39285700
Residential,2012,SAWYER,57022 RADISSON (T),Residential,37508600
Residential,2012,SAWYER,57024 ROUND LAKE (T),Residential,328451300
Residential,2012,SAWYER,57026 SAND LAKE (T),Residential,372566700
Residential,2012,SAWYER,57028 SPIDER LAKE (T),Residential,286281500
Residential,2012,SAWYER,57030 WEIRGOR (T),Residential,24334700
Residential,2012,SAWYER,57032 WINTER (T),Residential,190831100
Residential,2012,SHAWANO,58002 ALMON (T),Residential,23155200
Residential,2012,SHAWANO,58004 ANGELICA (T),Residential,89483500
Residential,2012,SHAWANO,58006 ANIWA (T),Residential,20752700
Residential,2012,SHAWANO,58008 BARTELME (T),Residential,3080100
Residential,2012,SHAWANO,58010 BELLE PLAINE (T),Residential,162514400
Residential,2012,SHAWANO,58012 BIRNAMWOOD (T),Residential,27353900
Residential,2012,SHAWANO,58014 FAIRBANKS (T),Residential,24205200
Residential,2012,SHAWANO,58016 GERMANIA (T),Residential,16470800
Residential,2012,SHAWANO,58018 GRANT (T),Residential,37051400
Residential,2012,SHAWANO,58020 GREEN VALLEY (T),Residential,44320600
Residential,2012,SHAWANO,58022 HARTLAND (T),Residential,29403900
Residential,2012,SHAWANO,58024 HERMAN (T),Residential,21331100
Residential,2012,SHAWANO,58026 HUTCHINS (T),Residential,25385300
Residential,2012,SHAWANO,58028 LESSOR (T),Residential,58951600
Residential,2012,SHAWANO,58030 MAPLE GROVE (T),Residential,30056500
Residential,2012,SHAWANO,58032 MORRIS (T),Residential,22412800
Residential,2012,SHAWANO,58034 NAVARINO (T),Residential,22327000
Residential,2012,SHAWANO,58036 PELLA (T),Residential,43497800
Residential,2012,SHAWANO,58038 RED SPRINGS (T),Residential,50606500
Residential,2012,SHAWANO,58040 RICHMOND (T),Residential,109622600
Residential,2012,SHAWANO,58042 SENECA (T),Residential,19504100
Residential,2012,SHAWANO,58044 WASHINGTON (T),Residential,165855300
Residential,2012,SHAWANO,58046 WAUKECHON (T),Residential,48203200
Residential,2012,SHAWANO,58048 WESCOTT (T),Residential,340891400
Residential,2012,SHAWANO,58050 WITTENBERG (T),Residential,42873800
Residential,2012,SHEBOYGAN,59002 GREENBUSH (T),Residential,110860000
Residential,2012,SHEBOYGAN,59004 HERMAN (T),Residential,103134900
Residential,2012,SHEBOYGAN,59006 HOLLAND (T),Residential,317791000
Residential,2012,SHEBOYGAN,59008 LIMA (T),Residential,187313800
Residential,2012,SHEBOYGAN,59010 LYNDON (T),Residential,132404000
Residential,2012,SHEBOYGAN,59012 MITCHELL (T),Residential,92281700
Residential,2012,SHEBOYGAN,59014 MOSEL (T),Residential,51671000
Residential,2012,SHEBOYGAN,59016 PLYMOUTH (T),Residential,268810100
Residential,2012,SHEBOYGAN,59018 RHINE (T),Residential,308043400
Residential,2012,SHEBOYGAN,59020 RUSSELL (T),Residential,18403400
Residential,2012,SHEBOYGAN,59022 SCOTT (T),Residential,118977200
Residential,2012,SHEBOYGAN,59024 SHEBOYGAN (T),Residential,547236200
Residential,2012,SHEBOYGAN,59026 SHEBOYGAN FALLS (T),Residential,115204700
Residential,2012,SHEBOYGAN,59028 SHERMAN (T),Residential,100919700
Residential,2012,SHEBOYGAN,59030 WILSON (T),Residential,323175900
Residential,2012,TAYLOR,60002 AURORA (T),Residential,8902400
Residential,2012,TAYLOR,60004 BROWNING (T),Residential,27021900
Residential,2012,TAYLOR,60006 CHELSEA (T),Residential,38843300
Residential,2012,TAYLOR,60008 CLEVELAND (T),Residential,12154000
Residential,2012,TAYLOR,60010 DEER CREEK (T),Residential,19987800
Residential,2012,TAYLOR,60012 FORD (T),Residential,9325400
Residential,2012,TAYLOR,60014 GOODRICH (T),Residential,17843800
Residential,2012,TAYLOR,60016 GREENWOOD (T),Residential,23669800
Residential,2012,TAYLOR,60018 GROVER (T),Residential,20973400
Residential,2012,TAYLOR,60020 HAMMEL (T),Residential,48641700
Residential,2012,TAYLOR,60022 HOLWAY (T),Residential,19822100
Residential,2012,TAYLOR,60024 JUMP RIVER (T),Residential,7932530
Residential,2012,TAYLOR,60026 LITTLE BLACK (T),Residential,40456900
Residential,2012,TAYLOR,60028 MAPLEHURST (T),Residential,9887500
Residential,2012,TAYLOR,60030 MCKINLEY (T),Residential,10488000
Residential,2012,TAYLOR,60032 MEDFORD (T),Residential,126167400
Residential,2012,TAYLOR,60034 MOLITOR (T),Residential,27849100
Residential,2012,TAYLOR,60036 PERSHING (T),Residential,4001600
Residential,2012,TAYLOR,60038 RIB LAKE (T),Residential,46105000
Residential,2012,TAYLOR,60040 ROOSEVELT (T),Residential,12350500
Residential,2012,TAYLOR,60042 TAFT (T),Residential,10863000
Residential,2012,TAYLOR,60044 WESTBORO (T),Residential,30171500
Residential,2012,TREMPEALEAU,61002 ALBION (T),Residential,20585100
Residential,2012,TREMPEALEAU,61004 ARCADIA (T),Residential,77065500
Residential,2012,TREMPEALEAU,61006 BURNSIDE (T),Residential,13385400
Residential,2012,TREMPEALEAU,61008 CALEDONIA (T),Residential,50296300
Residential,2012,TREMPEALEAU,61010 CHIMNEY ROCK (T),Residential,6426000
Residential,2012,TREMPEALEAU,61012 DODGE (T),Residential,14155800
Residential,2012,TREMPEALEAU,61014 ETTRICK (T),Residential,60854175
Residential,2012,TREMPEALEAU,61016 GALE (T),Residential,97655200
Residential,2012,TREMPEALEAU,61018 HALE (T),Residential,37382200
